,AGE,CAP_HIT,DATE,EXTENSION,LENGTH,PLAYER,POS,STRUCTURE,TEAM,TYPE,VALUE,id
0,31,800000,2020,0,1,Aaron Dell,G,1-way,TOR,Stnd (UFA),800000,AaronDell2020
1,30,600000,2013,0,1,Aaron Johnson,D,1-way,NYR,Stnd (UFA),600000,AaronJohnson2013
2,28,1500000,2012,0,3,Aaron Rome,D,1-way,DAL,Stnd (UFA),4500000,AaronRome2012
3,29,1850000,2012,0,4,Adam Burish,RW,1-way,SJS,Stnd (UFA),7400000,AdamBurish2012
4,24,650000,2017,0,1,Adam Clendening,RD,1-way,ARI,Stnd (UFA),650000,AdamClendening2017
5,32,650000,2018,0,1,Adam Cracknell,RW,1-way,TOR,Stnd (UFA),650000,AdamCracknell2018
6,25,750000,2022,0,1,Adam Gaudette,"C, RW",1-way,TOR,Stnd (UFA),750000,AdamGaudette2022
7,32,600000,2013,0,1,Adam Hall,RW,1-way,PHI,Stnd (UFA),600000,AdamHall2013
8,29,600000,2013,0,1,Adam Pardy,LD,1-way,WPG,Stnd (UFA),600000,AdamPardy2013
9,31,1000000,2015,0,1,Adam Pardy,LD,1-way,WPG,Stnd (UFA),1000000,AdamPardy2015
10,25,762500,2022,0,2,AJ Greer,"RW, LW",1-way,BOS,Stnd (UFA),1525000,AJGreer2022
11,27,750000,2020,0,1,Alan Quine,C,1-way,EDM,Stnd (UFA),750000,AlanQuine2020
12,33,1000000,2017,0,1,Ales Hemsky,RW,1-way,MTL,Stnd (UFA),1000000,AlesHemsky2017
13,25,900000,2017,0,1,Alexander Burmistrov,"C, RW",1-way,VAN,Stnd (UFA),900000,AlexanderBurmistrov2017
14,35,3500000,2021,0,1,Alexander Edler,LD,1-way,LAK,35+ (UFA),3500000,AlexanderEdler2021
15,30,6250000,2017,0,5,Alexander Radulov,RW,1-way,DAL,Stnd (UFA),31250000,AlexanderRadulov2017
16,28,7000000,2012,0,1,Alexander Semin,"RW, LW",1-way,CAR,Stnd (UFA),7000000,AlexanderSemin2012
17,31,1100000,2015,0,1,Alexander Semin,"RW, LW",1-way,MTL,Stnd (UFA),1100000,AlexanderSemin2015
18,25,2250000,2020,0,1,Alexander Wennberg,C,1-way,FLA,Stnd (UFA),2250000,AlexanderWennberg2020
19,26,4500000,2021,0,3,Alexander Wennberg,C,1-way,SEA,Stnd (UFA),13500000,AlexanderWennberg2021
20,26,660000,2017,0,1,Alex Chiasson,RW,1-way,WSH,Stnd (UFA),660000,AlexChiasson2017
21,27,650000,2018,0,1,Alex Chiasson,RW,1-way,EDM,Stnd (UFA),650000,AlexChiasson2018
22,28,2150000,2019,0,2,Alex Chiasson,RW,1-way,EDM,Stnd (UFA),4300000,AlexChiasson2019
23,30,750000,2021,0,1,Alex Chiasson,RW,1-way,VAN,Stnd (UFA),750000,AlexChiasson2021
24,39,1000000,2013,0,1,Alexei Kovalev,RW,1-way,FLA,35+ (UFA),1000000,AlexeiKovalev2013
25,32,1800000,2012,0,1,Alexei Ponikarovsky,LW,1-way,WPG,Stnd (UFA),1800000,AlexeiPonikarovsky2012
26,26,1050000,2020,0,1,Alex Galchenyuk,"LW, C, RW",1-way,OTT,Stnd (UFA),1050000,AlexGalchenyuk2020
27,27,750000,2021,0,1,Alex Galchenyuk,"LW, C, RW",1-way,ARI,Stnd (UFA),750000,AlexGalchenyuk2021
28,35,5000000,2021,0,1,Alex Goligoski,LD/RD,1-way,MIN,35+ (UFA),5000000,AlexGoligoski2021
29,30,8800000,2020,0,7,Alex Pietrangelo,RD,1-way,VGK,Stnd (UFA),61600000,AlexPietrangelo2020
30,34,750000,2022,0,1,Alex Stalock,G,1-way,CHI,Stnd (UFA),750000,AlexStalock2022
31,27,601000,2012,0,1,Al Montoya,G,1-way,WPG,Stnd (UFA),601000,AlMontoya2012
32,28,601000,2013,0,1,Al Montoya,G,1-way,WPG,Stnd (UFA),601000,AlMontoya2013
33,29,1050000,2014,0,2,Al Montoya,G,1-way,FLA,Stnd (UFA),2100000,AlMontoya2014
34,28,7000000,2019,0,7,Anders Lee,"LW, C",1-way,NYI,Stnd (UFA),49000000,AndersLee2019
35,27,2500000,2017,0,2,Anders Nilsson,G,1-way,VAN,Stnd (UFA),5000000,AndersNilsson2017
36,25,1200000,2020,0,1,Andreas Athanasiou,"LW, RW",1-way,LAK,Stnd (UFA),1200000,AndreasAthanasiou2020
37,27,3000000,2022,0,1,Andreas Athanasiou,"LW, RW",1-way,CHI,Stnd (UFA),3000000,AndreasAthanasiou2022
38,29,900000,2013,0,1,André Benoît,LD,1-way,COL,Stnd (UFA),900000,AndréBenoît2013
39,30,800000,2014,0,1,André Benoît,LD,1-way,BUF,Stnd (UFA),800000,AndréBenoît2014
40,27,5500000,2022,0,5,André Burakovsky,"RW, LW",1-way,SEA,Stnd (UFA),27500000,AndréBurakovsky2022
41,29,5500000,2015,0,6,Andrej Sekera,LD/RD,1-way,EDM,Stnd (UFA),33000000,AndrejSekera2015
42,33,1500000,2019,0,1,Andrej Sekera,LD/RD,1-way,DAL,Stnd (UFA),2000000,AndrejSekera2019
43,27,1300000,2018,0,1,Andrej Sustr,RD,1-way,ANA,Stnd (UFA),1300000,AndrejSustr2018
44,32,600000,2013,0,1,Andrew Alberts,D,1-way,VAN,Stnd (UFA),600000,AndrewAlberts2013
45,34,1000000,2021,0,1,Andrew Cogliano,LW,1-way,SJS,Stnd (UFA),1000000,AndrewCogliano2021
46,27,5625000,2022,0,5,Andrew Copp,"C, LW, RW",1-way,DET,Stnd (UFA),28125000,AndrewCopp2022
47,28,800000,2015,0,2,Andrew Desjardins,C,1-way,CHI,Stnd (UFA),1600000,AndrewDesjardins2015
48,34,3250000,2013,0,4,Andrew Ference,RD,1-way,EDM,Stnd (UFA),13000000,AndrewFerence2013
49,31,700000,2019,0,1,Andrew Hammond,G,1-way,BUF,Stnd (UFA),700000,AndrewHammond2019
50,30,5500000,2016,0,7,Andrew Ladd,LW,1-way,NYI,Stnd (UFA),38500000,AndrewLadd2016
51,28,750000,2019,0,2,Andy Andreoff,"LW, C",1-way,PHI,Stnd (UFA),1500000,AndyAndreoff2019
52,37,700000,2021,0,1,Andy Greene,LD/RD,1-way,NYI,35+ (UFA),2700000,AndyGreene2021
53,28,600000,2016,0,1,Andy Miele,C,1-way,PHI,Stnd (UFA),600000,AndyMiele2016
54,26,750000,2019,0,1,Andy Welinski,RD,1-way,PHI,Stnd (UFA),750000,AndyWelinski2019
55,27,750000,2020,0,1,Andy Welinski,RD,1-way,ANA,Stnd (UFA),750000,AndyWelinski2020
56,25,1000000,2021,0,1,Anthony Deangelo,RD,1-way,CAR,Stnd (UFA),1000000,AnthonyDeangelo2021
57,22,650000,2018,0,1,Anthony Duclair,"LW, RW",1-way,CBJ,Stnd (UFA),650000,AnthonyDuclair2018
58,24,1700000,2020,0,1,Anthony Duclair,"LW, RW",1-way,FLA,Stnd (UFA),1700000,AnthonyDuclair2020
59,25,750000,2019,0,2,Anthony Stolarz,G,1-way,ANA,Stnd (UFA),1500000,AnthonyStolarz2019
60,28,3000000,2018,0,4,Antoine Roussel,LW,1-way,VAN,Stnd (UFA),12000000,AntoineRoussel2018
61,32,3750000,2015,0,2,Antoine Vermette,"C, LW",1-way,ARI,Stnd (UFA),7500000,AntoineVermette2015
62,33,1750000,2016,0,2,Antoine Vermette,"C, LW",1-way,ANA,Stnd (UFA),3500000,AntoineVermette2016
63,27,700000,2020,0,1,Anton Forsberg,G,1-way,EDM,Stnd (UFA),700000,AntonForsberg2020
64,27,800000,2013,0,1,Anton Khudobin,G,1-way,CAR,Stnd (UFA),800000,AntonKhudobin2013
65,30,1200000,2016,0,2,Anton Khudobin,G,1-way,BOS,Stnd (UFA),2400000,AntonKhudobin2016
66,32,2500000,2018,0,2,Anton Khudobin,G,1-way,DAL,Stnd (UFA),5000000,AntonKhudobin2018
67,34,3333333,2020,0,3,Anton Khudobin,G,1-way,DAL,Stnd (UFA),10000000,AntonKhudobin2020
68,27,750000,2018,0,1,Anton Rödin,RW,1-way,ANA,Stnd (UFA),750000,AntonRödin2018
69,32,5500000,2019,0,3,Anton Strålman,RD,1-way,FLA,Stnd (UFA),16500000,AntonStrålman2019
70,35,1000000,2022,0,1,Anton Strålman,RD,1-way,BOS,35+ (UFA),1000000,AntonStrålman2022
71,32,1000000,2014,0,1,Anton Volchenkov,D,1-way,NSH,Stnd (UFA),1000000,AntonVolchenkov2014
72,33,700000,2017,0,1,Antti Niemi,G,1-way,PIT,Stnd (UFA),700000,AnttiNiemi2017
73,32,2000000,2021,0,2,Antti Raanta,G,1-way,CAR,Stnd (UFA),4000000,AnttiRaanta2021
74,27,11642857,2019,0,7,Artemi Panarin,LW,1-way,NYR,Stnd (UFA),81500000,ArtemiPanarin2019
75,25,1250000,2018,0,2,Austin Czarnik,"C, RW",1-way,CGY,Stnd (UFA),2500000,AustinCzarnik2018
76,34,2000000,2015,0,2,Barret Jackman,LD,1-way,NSH,Stnd (UFA),4000000,BarretJackman2015
77,24,725000,2016,0,1,Beau Bennett,"RW, LW",1-way,NJD,Stnd (UFA),725000,BeauBennett2016
78,25,650000,2017,0,1,Beau Bennett,"RW, LW",1-way,STL,Stnd (UFA),650000,BeauBennett2017
79,28,3500000,2019,0,3,Ben Chiarot,LD/RD,1-way,MTL,Stnd (UFA),10500000,BenChiarot2019
80,31,4750000,2022,0,4,Ben Chiarot,LD/RD,1-way,DET,Stnd (UFA),19000000,BenChiarot2022
81,26,1500000,2019,0,1,Ben Hutton,LD,1-way,LAK,Stnd (UFA),1500000,BenHutton2019
82,28,750000,2021,0,1,Ben Hutton,LD,1-way,VGK,Stnd (UFA),750000,BenHutton2021
83,32,2666667,2016,0,3,Ben Lovejoy,RD,1-way,NJD,Stnd (UFA),8000000,BenLovejoy2016
84,25,1800000,2012,0,1,Benoit Pouliot,LW,1-way,TBL,Stnd (UFA),1800000,BenoitPouliot2012
85,26,1300000,2013,0,1,Benoit Pouliot,LW,1-way,NYR,Stnd (UFA),1300000,BenoitPouliot2013
86,27,4000000,2014,0,5,Benoit Pouliot,LW,1-way,EDM,Stnd (UFA),20000000,BenoitPouliot2014
87,30,1150000,2017,0,1,Benoit Pouliot,LW,1-way,BUF,Stnd (UFA),1150000,BenoitPouliot2017
88,31,750000,2018,0,1,Ben Street,C,1-way,ANA,Stnd (UFA),750000,BenStreet2018
89,29,4900000,2021,0,6,Blake Coleman,"RW, LW",1-way,CGY,Stnd (UFA),29400000,BlakeColeman2021
90,27,1000000,2013,0,1,Blake Comeau,"RW, LW",1-way,CBJ,Stnd (UFA),1000000,BlakeComeau2013
91,28,700000,2014,0,1,Blake Comeau,"RW, LW",1-way,PIT,Stnd (UFA),700000,BlakeComeau2014
92,29,2400000,2015,0,3,Blake Comeau,"RW, LW",1-way,COL,Stnd (UFA),7200000,BlakeComeau2015
93,32,2400000,2018,0,3,Blake Comeau,"RW, LW",1-way,DAL,Stnd (UFA),7200000,BlakeComeau2018
94,25,525000,2012,0,1,Bobby Butler,RW,1-way,NJD,Stnd (UFA),525000,BobbyButler2012
95,33,1000000,2020,0,1,Bobby Ryan,"RW, LW",1-way,DET,Stnd (UFA),1000000,BobbyRyan2020
96,28,925000,2018,0,1,Bogdan Kiselevich,LD,1-way,FLA,Stnd (UFA),925000,BogdanKiselevich2018
97,29,3000000,2013,0,3,Boyd Gordon,C,1-way,EDM,Stnd (UFA),9000000,BoydGordon2013
98,32,950000,2016,0,1,Boyd Gordon,C,1-way,PHI,Stnd (UFA),950000,BoydGordon2016
99,30,1000000,2012,0,1,Brad Boyes,"RW, C",1-way,NYI,Stnd (UFA),1000000,BradBoyes2012
100,31,1000000,2013,0,1,Brad Boyes,"RW, C",1-way,FLA,Stnd (UFA),1000000,BradBoyes2013
101,33,700000,2015,0,1,Brad Boyes,"RW, C",1-way,TOR,Stnd (UFA),700000,BradBoyes2015
102,30,4300000,2020,0,2,Braden Holtby,G,1-way,VAN,Stnd (UFA),8600000,BradenHoltby2020
103,31,2000000,2021,0,1,Braden Holtby,G,1-way,DAL,Stnd (UFA),2000000,BradenHoltby2021
104,28,650000,2017,0,2,Brad Hunt,LD/RD,1-way,VGK,Stnd (UFA),1300000,BradHunt2017
105,32,800000,2021,0,1,Brad Hunt,LD/RD,1-way,VAN,Stnd (UFA),800000,BradHunt2021
106,34,2000000,2014,0,1,Brad Richards,"C, LW",1-way,CHI,Stnd (UFA),2000000,BradRichards2014
107,35,3000000,2015,0,1,Brad Richards,"C, LW",1-way,DET,35+ (UFA),4000000,BradRichards2015
108,28,1150000,2013,0,2,Brad Richardson,C,1-way,VAN,Stnd (UFA),2300000,BradRichardson2013
109,33,1250000,2018,0,2,Brad Richardson,C,1-way,ARI,Stnd (UFA),2500000,BradRichardson2018
110,35,1000000,2020,0,1,Brad Richardson,C,1-way,NSH,35+ (UFA),1000000,BradRichardson2020
111,36,800000,2021,0,1,Brad Richardson,C,1-way,CGY,35+ (UFA),800000,BradRichardson2021
112,27,637500,2012,0,2,Brad Staubitz,RW,1-way,ANA,Stnd (UFA),1275000,BradStaubitz2012
113,25,762500,2021,0,2,Brady Keeper,RD,1-way,VAN,Stnd (UFA),1525000,BradyKeeper2021
114,26,650000,2018,0,1,Brandon Davidson,LD,1-way,CHI,Stnd (UFA),650000,BrandonDavidson2018
115,28,2250000,2018,0,2,Brandon Manning,LD,1-way,CHI,Stnd (UFA),4500000,BrandonManning2018
116,25,1100000,2016,0,1,Brandon Pirri,"RW, LW",1-way,NYR,Stnd (UFA),1100000,BrandonPirri2016
117,28,775000,2019,0,2,Brandon Pirri,"RW, LW",1-way,VGK,Stnd (UFA),1550000,BrandonPirri2019
118,28,2500000,2012,0,4,Brandon Prust,"LW, C",1-way,MTL,Stnd (UFA),10000000,BrandonPrust2012
119,28,4500000,2021,0,5,Brandon Saad,"LW, RW",1-way,STL,Stnd (UFA),22500000,BrandonSaad2021
120,27,3500000,2019,0,6,Brandon Tanev,"LW, RW",1-way,PIT,Stnd (UFA),21000000,BrandonTanev2019
121,25,700000,2019,0,1,Brendan Leipsic,LW,1-way,WSH,Stnd (UFA),700000,BrendanLeipsic2019
122,26,1350000,2022,0,1,Brendan Lemieux,"LW, RW",1-way,LAK,Stnd (UFA),1350000,BrendanLemieux2022
123,32,800000,2021,0,1,Brendan Smith,LD/RD,1-way,CAR,Stnd (UFA),800000,BrendanSmith2021
124,33,1100000,2022,0,2,Brendan Smith,LD/RD,1-way,NJD,Stnd (UFA),2200000,BrendanSmith2022
125,34,1500000,2013,0,1,Brenden Morrow,LW,1-way,STL,Stnd (UFA),1500000,BrendenMorrow2013
126,35,1550000,2014,0,1,Brenden Morrow,LW,1-way,TBL,35+ (UFA),1550000,BrendenMorrow2014
